	ERR188047	ERR188063	ERR188088	ERR188118	ERR188135	ERR188151	ERR188158	ERR188162	ERR188163	ERR188165	ERR188167	ERR188180	ERR188187	ERR188190	ERR188202	ERR188206	ERR188213	ERR188214	ERR188231	ERR188247	ERR188248	ERR188254	ERR188273	ERR188288	ERR188297	ERR188304	ERR188307	ERR188311	ERR188325	ERR188327	ERR188329	ERR188368	ERR188369	ERR188376	ERR188380	ERR188416	ERR188428	ERR188445	ERR188449	ERR188474	ERR188481
TMEM160_ENSG00000130748.6	0.000214908	0.001936982	0.000803822	0.000604247	0.000301616	0.000259185	0.001649832	0.001394993	0.000682571	0.000267162	0.000521894	0.000925084	0.000700606	0.000212624	0.000145982	0.000209848	0.000282917	0.00180339	0.001155706	0.000937024	0.000923296	0.001617718	0.000246704	0.001367612	0.000959921	0.000911816	0.000965253	0.001265949	0.001307873	0.002829644	0.001821926	0.000238763	0.002001055	0.001498392	0.000489361	0	0.000186721	0.000303364	0.000826434	0.000203015	0.001589514
ZNF628_ENSG00000197483.8	0	0.000197507	0.000200903	0	0	0	0.000189395	0.000217803	0	0	0	0	0	0	0	0	0	0.000180105	8.34E-05	0.000176677	0	0.000299464	0	0.000149399	0.00020098	0.00016117	0.00018179	0	8.03E-05	0.000301038	0.000178991	0	0.000175456	0.00014738	0.000166099	0	0	0	0.000156836	0	0.000122778
RP11-96L14.7_ENSG00000236782.1	0.000449573	0.000276554	0.000156039	0	0.000579312	0.000497044	0.000215368	0	0	0.000452945	0.000113089	0.000157302	0	0.000822033	0.000374013	0.000493328	0.000189003	0	0	0	0	0.000145922	0.000410721	0	0	0	0	0	0	0	0	0.000772461	0.000213646	0.000172011	0.000467418	0.000454045	0.000260739	0.000658123	0	0.000409626	0.000179456
MESDC1_ENSG00000140406.2	0.00032137	0.00112656	0.000562798	0.000548091	0.000502414	0.000246704	0.000950986	0.000949032	0.000711551	0.000243957	0.000486027	0.000603667	0.000619673	0.000340858	0.000212111	0.000314962	0.000514154	0.000849893	0.000743147	0.000783821	0.000653035	0.000856704	0.000365161	0.000693149	0.000676773	0.000822033	0.000797631	0.000583931	0.000759401	0.001222081	0.000855593	0.00040805	0.000727522	0.000493011	0.000503943	0.000269037	0.000301616	0.000455837	0.000726454	0.000419585	0.000619673
CCDC85B_ENSG00000175602.2	0.000259712	0.004943206	0.003047286	0.002079448	0	0.000221661	0.004791025	0.004879514	0.002569499	0	0.002174924	0.002654177	0.002097413	0	0	0.000181979	0.000647047	0.003974863	0.002534691	0.002877684	0.001972781	0.004201637	0.000353365	0.004702343	0.002483748	0.003573908	0.003441582	0.001515899	0.003907006	0.006115983	0.003971677	0.000353782	0.005119499	0.002787732	0.001522389	0	0.000291525	0.000544154	0.001740514	0.000219437	0.004115178
NOL9_ENSG00000162408.10	0.000268468	0.000522658	0.000333165	0.000210593	0.000373578	0.000299998	0.000490225	0.000434202	0.000214622	0.000300358	0.000157772	0.000185017	0.000187761	0.000217135	0.000217326	0.000233492	0.000287218	0.000407314	0.000328057	0.000485759	0.000166173	0.000411962	0.000260561	0.000529673	0.00038085	0.000494031	0.000615663	0.000243599	0.000555945	0.000586776	0.000516009	0.000299808	0.00021594	0.000168582	0.000341641	0.000494959	0.000264863	0.00030888	0.000467418	0.000216057	0.00019362
ZNF865_ENSG00000261221.1	0	0.000328288	0.000264328	0.000220039	0	0	0.00034658	0.000489516	0.000248917	0	0.000214137	0.000226383	0.000217226	0.00013924	0	0.000151294	0.000237305	0.000345201	0.000289929	0.00030171	0.00029537	0.000421416	8.33E-05	0.000351786	0.000296974	0.000400815	0.000305438	0.000201723	0.000317806	0.000621697	0.000363059	0.000117696	0.000382419	0.00023323	0.000221828	0	0	0.000183175	0.000330249	0	0.000346807
CTD-2328D6.1_ENSG00000226958.1	0	0	0.000189552	0	0	0	0.000341099	0.000286116	0	0	0	0	0	0	0	0	0	0.000164201	0.000247113	0.000122778	0	0.000561777	0	0.000159636	0.000261116	0.000258601	0.000190411	0	0.000224661	0.000185839	0.000269232	0	0	0	0	0	0.015742682	0	0	0.000782563	0
ZNF787_ENSG00000142409.4	0.000434079	0.001132381	0.001543195	0.000606242	0.000356295	0.000476875	0.001054078	0.001431643	0.000866504	0.000371899	0.000769342	0.000861545	0.000730933	0.00039342	0.000286795	0.000419858	0.000561247	0.001015569	0.000941222	0.000918375	0.000899933	0.001250285	0.000508043	0.001135887	0.000911583	0.001216027	0.000843127	0.000718089	0.001183902	0.001446168	0.001047884	0.000505673	0.001335906	0.000948003	0.000794484	0.000148682	0.000433706	0.000715415	0.000848457	0.000446199	0.001017106
FBXL15_ENSG00000107872.8	0	0.000567134	0.000439894	0.000322294	0	0	0.00042919	0.000469437	0.000385098	0	0.000368923	0.000331583	0.000388086	0	0	0	0	0.000361989	0.00040619	0.000345891	0.0003765	0.000650254	0	0.000553436	0.000363059	0.000377228	0.00035413	0.00033759	0.000452262	0.000760044	0.000374252	0	0.000564405	0.000480424	0.000247772	0	0	0.000121828	0.000299584	0	0.000503462
EPN1_ENSG00000063245.10	0.00075409	0.001338812	0.001692891	0.001137262	0.000666088	0.001022369	0.001646049	0.001865261	0.001246426	0.000678015	0.001216027	0.001208836	0.001167695	0.000596095	0.000539473	0.000711765	0.001084247	0.001229121	0.001464793	0.001330627	0.001374548	0.002187023	0.001036206	0.001503024	0.001426767	0.002006985	0.001536951	0.000924083	0.001796971	0.002049507	0.001549879	0.000906561	0.001879118	0.001448613	0.001299701	0.000265039	0.000789136	0.001219696	0.001383592	0.000718494	0.001435155
C4orf48_ENSG00000243449.2	0	0.000861055	0.000286004	0.000349479	0	0	0.000742485	0.000382678	0.000453079	0	0.000231028	0.000260645	0.000333671	0	0	0	0	0.000655009	0.000393782	0.000286308	0.000539062	0.000789991	0	0.000385947	0.000503004	0.000374134	0.000349737	0.000567925	0.000669213	0.001312425	0.00089168	0	0.000977422	0.00046931	0.000197258	0	0	0	0.000331476	0	0.000577062
FBXL19_ENSG00000099364.12	0.000391151	0.000785578	0.000713459	0.000536358	0.000449124	0.000474983	0.000900236	0.001171594	0.000457897	0.000264558	0.000547931	0.000515818	0.00049685	0.000254262	0.00026266	0.000330249	0.000491462	0.000788629	0.000538875	0.000561091	0.000507269	0.000795841	0.000411222	0.000807969	0.000699356	0.000680399	0.000660914	0.000483497	0.001075751	0.001230359	0.00094846	0.000433427	0.000751585	0.00050314	0.000627242	0.00029027	0.000374982	0.000359361	0.000680602	0.000405879	0.000728229
DOHH_ENSG00000129932.3	0.000306761	0.000789693	0.000628508	0.000434374	0.000280038	0.000333165	0.000597233	0.000903073	0.000537197	0.000104795	0.00046915	0.000460588	0.000491226	0.000134824	0	0.000190485	0.000405879	0.000503462	0.000544447	0.000550335	0.000498286	0.000985398	0.00019549	0.00078722	0.000574915	0.000738119	0.000716923	0.000399316	0.000694782	0.001424182	0.000824675	0.000326257	0.000935909	0.000546441	0.000622291	0	0.000183011	0.000334817	0.000599611	0.000204294	0.000670486
C6orf47-AS1_ENSG00000227198.1	0.000777204	0.000241772	0.000331376	0.000443934	0.001105259	0.000842238	0.000146776	0.000461683	0.000395365	0.000732871	0.000581191	0.000446778	0.000395365	0.000649476	0.000569369	0.000762363	0.000766702	0	0	0	0.000275524	0	0.000723615	0.000176471	0.000298121	0.000389931	0	0.000374013	0.00014713	0.000399194	0	0.000783018	0.000603149	0.000200662	0.000496714	0.00060868	0.000617349	0.000767377	0.000195415	0.000787869	0
C1orf86_ENSG00000162585.12	0.000843661	0.002519293	0.003149783	0.001638007	0.000398563	0.000842424	0.002074249	0.003397739	0.002221128	0.000329211	0.002081335	0.001969496	0.00157313	0.000325674	0.000298492	0.000570047	0.001135887	0.002236618	0.001787454	0.001956764	0.00201744	0.002802222	0.000586034	0.002843578	0.001717886	0.00319169	0.001600658	0.001307024	0.003471786	0.005678872	0.002614965	0.000759588	0.00339923	0.002252081	0.001218861	0	0.00058245	0.001131471	0.001666743	0.000443792	0.003112938
C19orf60_ENSG00000006015.13	0.000429065	0.00197171	0.002008588	0.001332965	0.000419464	0.000490225	0.001519439	0.002360708	0.001592581	0.000337966	0.001714237	0.001307873	0.001513454	0.000509141	0.000341932	0.000424537	0.000775345	0.001036206	0.001806378	0.001468126	0.001543195	0.002576607	0.000413333	0.002171768	0.001444846	0.002374279	0.001645564	0.00125538	0.001637447	0.00226605	0.001865261	0.000635035	0.002241659	0.002253772	0.00132725	0.000319965	0.000556123	0.00051629	0.001517494	0.000427422	0.002235666
SCAND1_ENSG00000171222.6	0.000521741	0.001558548	0.001948062	0.001321391	0.000139733	0.000480567	0.001745441	0.002530393	0.001211097	0	0.001425987	0.001580804	0.001136904	0	0	0.000312402	0.00094434	0.001223203	0.001242515	0.001258079	0.001317279	0.002353923	0.00057613	0.002294492	0.001304866	0.002014804	0.00150731	0.001271638	0.002038987	0.004136214	0.001268881	0.000338753	0.002337369	0.001906142	0.000780645	0	0.000277185	0.000895865	0.001312106	0.000315683	0.001713638
ATP6V0C_ENSG00000185883.6	0.002551364	0.004562121	0.00659568	0.002996618	0.002745101	0.002546113	0.004677367	0.006760757	0.003326244	0.00251827	0.002360708	0.003281614	0.003321702	0.002557284	0.001925994	0.002046355	0.002704661	0.004754131	0.004096803	0.00401176	0.0040071	0.005128373	0.003101858	0.004699	0.00435328	0.005069509	0.004410774	0.002418912	0.006877474	0.005727847	0.00468631	0.002742547	0.005261549	0.003561992	0.003426	0.001512901	0.002166796	0.003553039	0.00468631	0.002714604	0.0038223
AC006538.4_ENSG00000267001.1	0.000147435	0	0	0	0	0.000353365	0	0	0	0	0	0	0	0	0	0.000101664	0.000191492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11B_ENSG00000185236.7	0.001687241	0.002062236	0.00319169	0.001825438	0.001286473	0.001952294	0.002337369	0.003569857	0.001966634	0.001335107	0.001875428	0.002118953	0.001993874	0.000867928	0.00095121	0.001494698	0.002179819	0.002605464	0.002065154	0.002316244	0.002058368	0.002855179	0.001781706	0.002973978	0.002205487	0.002843578	0.002478607	0.001451028	0.003068701	0.0041278	0.002261408	0.001605727	0.002756722	0.002444043	0.001764845	0.000517956	0.001350062	0.00229732	0.002432816	0.001195496	0.002398024
MIF_ENSG00000240972.1	0.014685428	0.038012732	0.089562203	0.033260756	0.003097202	0.013305113	0.047266988	0.066581553	0.04110221	0.007311036	0.047266988	0.054887336	0.034994393	0.004617186	0.005976898	0.010361143	0.024112896	0.045478607	0.04206663	0.048493996	0.051375614	0.056032432	0.01720596	0.04483135	0.04483135	0.058519166	0.030892442	0.034074628	0.062847164	0.053066087	0.038528171	0.00724939	0.058519166	0.061521885	0.033260756	0.000779902	0.011410478	0.021602127	0.050746829	0.011175372	0.062847164
KLF16_ENSG00000129911.4	0.000209848	0.00083901	0.000694411	0.000253115	0.000198488	0.000259905	0.000702481	0.000835029	0.000515369	0.000168792	0.000237982	0.000425444	0.000368197	0	8.34E-05	0.000201196	0.000281489	0.000634517	0.000348174	0.00077419	0.00033818	0.000735674	0.000335782	0.000676133	0.000566852	0.000691081	0.000468431	0.000292603	0.00091588	0.000942061	0.000934731	0.000294727	0.000573433	0.00038085	0.000382538	0	0.00029878	0.000281979	0.000548578	0.00025072	0.000452945
RP11-474O21.2_ENSG00000226166.2	0.002794211	0.001892563	0	0	0.002669634	0.004209335	0.001918179	0	0	0	0	0	0	0.002226462	0	0.004831009	0.003947475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB7A_ENSG00000178951.4	0.000262984	0.00060827	0.00039058	0.000328396	0.000205402	0.000280943	0.000775893	0.000570228	0.000348174	0.000264863	0.000238082	0.000322029	0.000309944	0.000176048	0.000176677	0.000217639	0.000328166	0.000678015	0.000449124	0.000554877	0.000373304	0.000496568	0.000354385	0.000372357	0.000527494	0.000408498	0.000378353	0.000391151	0.000513159	0.000500007	0.000501814	0.000264772	0.000350279	0.000285158	0.000340192	0.000160336	0.000220426	0.000310891	0.000531351	0.000319873	0.00039892
RP11-500C11.3_ENSG00000272269.1	0.000195134	0.000621865	0.000376209	0.000579542	0.000250967	0.000222629	0.000937803	0.000708252	0.000347045	0.000139882	0.000350896	0.000487968	0.00043654	0.000188552	0.000161556	0.000150144	0.000272381	0.000825096	0.000599262	0.000420054	0.000423224	0.000558608	0.000219244	0.000478095	0.000496714	0.00050977	0.000627432	0.000376209	0.000434742	0.00090554	0.000653657	0.000195803	0.00064982	0.000583451	0.000462203	0.000154616	0.000169853	0.000230258	0.000646033	0.000176955	0.000641713
COX5B_ENSG00000135940.2	0.007429158	0.010644901	0.009962987	0.009458169	0.007448106	0.006768681	0.010097879	0.010604151	0.012520068	0.005821869	0.010170304	0.011271093	0.011622371	0.00683003	0.007269073	0.006238748	0.00818609	0.009396076	0.009201209	0.008251485	0.011707299	0.013141925	0.007200838	0.010496753	0.009112467	0.011340617	0.009333357	0.014847474	0.010666416	0.012134708	0.009795233	0.00767677	0.011485186	0.010839241	0.007789701	0.004737637	0.006318537	0.007928429	0.00833097	0.007007718	0.011534675
TGIF2-C20orf24_ENSG00000259399.1	0.000611629	0.00015061	0.000238837	0.000368789	0.000713653	0.000452262	0	0.000221191	0.000219437	0.000464425	0.000534008	0.000130933	0.000196772	0.000510935	0.000887469	0.000435597	0.000447329	0	0	0.000155589	0.00014881	0.000159847	0.000721619	0.000193854	0.000191649	0.000214794	0.000156153	0	5.10E-05	0.000146921	0	0.000762636	0	5.08E-05	0.000418128	0.000895317	0.000740012	0.000572721	0	0.000710545	0
MTA1_ENSG00000182979.13	0.001917791	0.002251207	0.002522597	0.001641494	0.000928364	0.001506833	0.002246792	0.002677816	0.001734911	0.00132815	0.001846917	0.002190098	0.001580302	0.001044685	0.001218577	0.001495263	0.00191582	0.002530393	0.002252081	0.001955853	0.002113051	0.002509906	0.001390303	0.002331266	0.002030864	0.002525237	0.002385384	0.001432125	0.005772943	0.003431783	0.002189386	0.001243356	0.002023106	0.002086211	0.002007868	0.00086338	0.001269721	0.00141748	0.002381404	0.001158088	0.002934868
H2AFX_ENSG00000188486.3	0.001013984	0.004433864	0.004188162	0.003517651	0.001303652	0.001190072	0.00474179	0.008491074	0.003564196	0.000819641	0.002748312	0.003825053	0.002845119	0.000693953	0.000669017	0.000940963	0.001842163	0.006693162	0.002527998	0.00336925	0.002708712	0.005672398	0.001694945	0.006334899	0.00307635	0.006049519	0.005847022	0.002386329	0.004771899	0.007822406	0.007115546	0.001561079	0.006917454	0.004088283	0.003494536	0.000644009	0.001745441	0.002029348	0.004276804	0.001090853	0.004266668
FBXO46_ENSG00000177051.5	0.000814463	0.001068497	0.000850417	0.000669761	0.000616228	0.000485358	0.001216027	0.000944641	0.000846589	0.00058037	0.000737503	0.00082856	0.000683631	0.000643614	0.000495792	0.000584316	0.00075069	0.001117311	0.000934223	0.001112059	0.000678426	0.001488916	0.000804841	0.000994681	0.001204023	0.001139804	0.001133957	0.000682571	0.000995873	0.001792906	0.001066638	0.000626896	0.000860517	0.000870439	0.00089734	0.000462079	0.000502105	0.00080677	0.001206678	0.000680399	0.001125958
PDF_ENSG00000258429.1	0	0.001115283	0.000370047	0.000305237	0	0	0.000701954	0.00063965	0.000403222	0	0.00032972	0.00039711	0.000474467	0	0	0	0.000196206	0.000690425	0.000458312	0.000470362	0.000284853	0.000809127	0	0.000617518	0.000373209	0.000483497	0.000518665	0.000433955	0.000520614	0.001048908	0.000796331	0	0.000818728	0.000356203	0.000398085	0	0	0	0.000313299	0	0.000422412
AC140481.3_ENSG00000257010.1	0.000948234	0.000912581	0.001407576	0.000473982	0.000851582	0.000986014	0.000975644	0.001515217	0.000628	0.000350619	0.000529393	0.000691854	0.000616642	0.000344373	0.000659647	0.000625996	0.001425177	0.000725229	0.000678015	0.002242562	0.000924083	0.001504817	0.000643919	0.00102736	0.001479572	0.002475292	0.00198868	0.000409763	0.001968807	0.001829244	0.002833207	0.000669017	0.000653035	0.000581003	0.000902603	0.000251728	0.001081389	0.000584127	0.001719864	0.000877764	0.001027068
EMC6_ENSG00000127774.6	0.001168883	0.003083038	0.003057595	0.002412088	0.00167154	0.001021846	0.002323407	0.00357167	0.002644056	0.001126295	0.002149189	0.002373223	0.002400505	0.001652496	0.001274253	0.001327679	0.001279846	0.002511988	0.002218338	0.002393523	0.002305325	0.00348213	0.001555178	0.003107087	0.002220153	0.003330141	0.002905756	0.002190975	0.002926235	0.003455021	0.002418912	0.001830659	0.003305374	0.002265426	0.002129932	0.001213983	0.001150443	0.001910478	0.002178014	0.001531015	0.002275971
UBE2S_ENSG00000108106.9	0.002381404	0.009904204	0.006682894	0.004014689	0.002840566	0.002221128	0.009687609	0.010221969	0.005251977	0.003250174	0.00305263	0.005624324	0.00465291	0.002034082	0.00215518	0.002840566	0.00278494	0.00973356	0.004247902	0.006657359	0.004330956	0.007962837	0.003253849	0.006768681	0.006016361	0.007269073	0.005734607	0.004300576	0.007221971	0.010017454	0.008105208	0.002985224	0.008910041	0.005567554	0.005984278	0.00102872	0.002901638	0.003178754	0.00521633	0.002751157	0.006318537
YDJC_ENSG00000161179.9	0.000616812	0.001710506	0.001496846	0.000899434	0.000552721	0.000482904	0.001444313	0.00155747	0.001219319	0.000436194	0.00089916	0.001364555	0.001021584	0.000464136	0.000405366	0.000446199	0.000686592	0.001215697	0.00102061	0.001247545	0.001102834	0.001911986	0.000622603	0.001479053	0.001466963	0.001626733	0.00132725	0.00092958	0.001115978	0.002054359	0.001430413	0.000660686	0.001754846	0.001300207	0.001170398	0.00020842	0.000563296	0.00071777	0.00107312	0.000489361	0.001479053
RP11-289I10.2_ENSG00000223612.2	0.000167531	0.000223374	0.000276347	0.000312185	0	0.000215047	0.00033425	0.000239748	0.000220265	0	0.000118233	0	0.000198865	0	0	9.13E-05	0.000176121	0.000239496	0.000265158	0.000450677	0.000212531	0.000421742	0.000117938	0.000341253	0.000440033	0.00027814	0.000384602	0.000237305	0.00030621	0.00044861	0.000408805	0	0	0.000165383	0.000224854	0	0.000108287	0	0.000391631	0	0.000241971
TMUB1_ENSG00000164897.8	0.001677054	0.002021765	0.004595982	0.002019261	0.001107213	0.001838968	0.002312745	0.004398637	0.002508012	0.001044135	0.002357773	0.002499144	0.002515435	0.001061845	0.000721829	0.00140306	0.002522597	0.002325211	0.002432816	0.002733246	0.002664571	0.003420266	0.001611261	0.003321702	0.002583486	0.003525829	0.00267347	0.001622061	0.003494536	0.00377696	0.002825141	0.001695699	0.003591146	0.002798363	0.002591077	0.000209337	0.001404373	0.002542958	0.002659608	0.001349361	0.002787732
JUND_ENSG00000130522.4	0.000826434	0.00436903	0.002822379	0.002421413	0.000852343	0.000568569	0.004321111	0.004291623	0.002619976	0.000657938	0.00215783	0.003580579	0.002383495	0.001253778	0.000607319	0.000701804	0.001749359	0.002931754	0.002795841	0.003859127	0.003786586	0.00253821	0.001465859	0.003151135	0.002479995	0.003396194	0.002691526	0.002465511	0.004106772	0.004637591	0.002426536	0.000717948	0.003146374	0.002489198	0.001455495	0.000755488	0.00078722	0.001694945	0.003488689	0.001053456	0.003068701
CTU1_ENSG00000142544.6	0	0.000268766	0.000164021	0	0	0	0.000223857	0.000195134	0	0	0	2.52E-05	0	0	0	0	0	0.000189003	0.000164782	9.09E-05	4.44E-05	0.000194662	0	0.000152758	0	0.000159203	0	0	9.12E-05	0.000325328	0.000169413	0	0.000275524	0.000113238	0	0	0	0	7.65E-05	0	0.000189395
RN7SL1_ENSG00000258486.2	0.004378433	0.018310799	0.032488867	0.00196142	0.00818609	0.015105184	0.013518705	0.024112896	0.003437807	0.006109214	0.001632356	0.001594777	0.003026841	0.001959045	0.002326294	0.009962987	0.002315398	0.028785147	0.022801354	0.037000778	0.00505057	0.006034316	0.001041048	0.042738954	0.005279329	0.027385345	0.053863748	0.004019949	0.016373012	0.004699	0.018920397	0.002128841	0.010790956	0.002432816	0.001195153	0.002164878	0.576093352	0.001939142	0.027826581	0.079432087	0.004879514
ZNF444_ENSG00000167685.10	0.00060827	0.000839803	0.001207312	0.000508966	0.000548418	0.00055146	0.000935909	0.001452956	0.000768336	0.000348422	0.000627432	0.000688909	0.000677153	0.000556653	0.000460727	0.000563771	0.000769136	0.000939214	0.00087397	0.000762882	0.000714635	0.001280732	0.000527664	0.000996925	0.000692189	0.001109171	0.000761889	0.00047825	0.001256539	0.001906142	0.001053074	0.000552876	0.001077666	0.000802809	0.000546169	0.000322029	0.000475953	0.000699774	0.000791217	0.000526727	0.000918699
TPGS1_ENSG00000141933.8	0	0.000324619	0.000207365	0.000194823	0	0	0.000333065	0.000358644	0.000154068	0	0.000157907	0.000158879	0.000130261	0	0	0	0	0.000294013	0.000122569	0	0.000140566	0.000259597	0	0.000327688	0.000146845	0.000268116	0.000284423	0.000211112	0.000229251	0.000900693	0.000280581	0	0.000443533	0.000183812	0	0	0	0	0.000184651	0	0.000235514
ZDHHC24_ENSG00000174165.3	0.000188399	0.000399576	0.000555336	0.000314153	0.000179371	0.000244723	0.0005687	0.000540586	0.000392614	0.000189155	0.000407314	0.000408321	0.000365717	0.000215516	0.000184865	0.000235514	0.000345201	0.000425183	0.000302336	0.000400815	0.000374134	0.000501358	0.000249648	0.00049286	0.000469957	0.000368576	0.000308204	0.000391243	0.000439742	0.000655009	0.000427168	0.000229251	0.000559979	0.000466358	0.000309456	0.000165065	0.000200566	0.000301325	0.000374252	0.000180623	0.000563936
FADD_ENSG00000168040.4	0.000412488	0.000893544	0.00053859	0.000658953	0.00048384	0.000481183	0.001125216	0.000946035	0.000504418	0.000365161	0.000473564	0.000692648	0.000461808	0.000312526	0.000447329	0.000293928	0.000421301	0.000956624	0.000759401	0.000524115	0.000562306	0.000666969	0.000547527	0.000556853	0.000589672	0.00050819	0.000794789	0.000623764	0.000627653	0.000816273	0.000758955	0.000362536	0.000667543	0.000792948	0.000526579	0.000254061	0.000399576	0.000349935	0.000692189	0.000336648	0.000890442
RN7SL2_ENSG00000265150.1	0.003790877	0.014902014	0.018451111	0.001439295	0.005192303	0.009849474	0.013169953	0.008999834	0.001100224	0.007654408	0.001042773	0.000518159	0.001682841	0.000827299	0.001891901	0.005760941	0.001802396	0.028071135	0.034613713	0.023964968	0.001222081	0.003864912	0.000474125	0.051375614	0.00349106	0.017570601	0.044049812	0.002729647	0.007409364	0.002767502	0.012168465	0.001471197	0.006183328	0.001504817	0.000564592	0.002171768	0.293592345	0.000984822	0.013339324	0.04206663	0.002837467
CDT1_ENSG00000167513.4	0.000752419	0.001619389	0.002241659	0.001167338	0.000617518	0.00091977	0.002190975	0.002240127	0.00123727	0.000741466	0.001167338	0.001418313	0.001097094	0.000505313	0.000696626	0.000736824	0.001083646	0.001492959	0.001598986	0.001526457	0.001315643	0.002379535	0.001098991	0.001564329	0.002004091	0.001780807	0.001297421	0.001256901	0.002107387	0.002220153	0.002208988	0.000497298	0.001759537	0.001945215	0.00214319	0.000117639	0.000663736	0.000821587	0.00301814	0.000561598	0.002630207
MIB2_ENSG00000197530.8	0.000281304	0.000506158	0.001151513	0.000366598	0	0.000183655	0.000383563	0.000841393	0.000380603	0.000148328	0.000349594	0.000773392	0.000393869	0.00017163	0.000149399	0.000250618	0.000380362	0.000722846	0.000442296	0.000445273	0.000485358	0.000747703	0.000191333	0.000789553	0.000328396	0.000822688	0.000417776	0.000308759	0.001083506	0.000917445	0.000332474	0.000135643	0.000645363	0.000533875	0.000237305	0	0.000141817	0.000265242	0.00050226	0	0.000662377
TMEM259_ENSG00000182087.8	0.002322405	0.003505182	0.003111473	0.002559675	0.001288697	0.00233525	0.002622478	0.002757831	0.002130577	0.002322405	0.002488153	0.00315297	0.001909798	0.001895165	0.001562752	0.002008588	0.002346015	0.003423748	0.003038421	0.003318182	0.002535918	0.004234966	0.001985702	0.003506882	0.002626135	0.002949873	0.003798514	0.002714604	0.004276804	0.003924918	0.002430795	0.00176964	0.002690528	0.002799671	0.002525237	0.00080844	0.001432125	0.002179819	0.003596308	0.001382493	0.00293037
